age,num_contacts,num_referrals,num_successful_referrals,METAL,METAL_FREE,PREMIUM,PREMIUM_FREE,PREMIUM_OFFER,STANDARD,Android,Apple,num_notifications,num_notified_15,num_notified_30,num_notified_45,num_notified_60,num_notified_90,num_notified_180,num_channles_of_com,num_reasons_com,num_transactions_Fri,num_transactions_Mon,num_transactions_Sat,num_transactions_Sun,num_transactions_Thu,num_transactions_Tue,num_transactions_Wed,INBOUND_count,OUTBOUND_count,CANCELLED_count,COMPLETED_count,DECLINED_count,FAILED_count,PENDING_count,REVERTED_count,median_usd,mean_usd,min_usd,max_usd
53,10,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,2.0,0.0,1,2,13,3,1,10,6,4,6,14,29,0,40,0,0,0,3,25.53,44.85883720930232,0.85,350.0
50,0,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,9.0,9.0,1,2,2,1,0,0,2,0,1,3,3,0,4,1,0,0,1,200.0,216.83333333333331,1.0,500.0
28,9,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,5.0,0.0,2,2,1,0,3,0,0,0,0,2,2,0,3,0,0,0,1,1.485,1.7875,0.2,3.98
34,0,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,0.0,2,5,2,0,2,2,0,1,1,4,4,0,6,0,0,0,2,5.965,40.32375,0.2,200.0
35,6,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,4.0,2.0,2,2,3,6,3,5,1,0,2,3,17,0,17,2,0,0,1,4.77,14.4665,0.85,127.66
34,7,0,0,0,0,0,0,0,1,1,0,13,13.0,13.0,13.0,13.0,12.0,5.0,2,4,9,6,26,18,17,32,26,44,90,0,113,4,1,0,16,25.770000000000003,221.21231343283588,0.0,4484.0
41,169,0,0,0,0,0,0,0,1,1,0,10,9.0,9.0,9.0,9.0,8.0,5.0,2,6,5,16,10,7,9,6,2,17,38,0,37,13,2,1,2,145.29,111.20036363636368,0.0,510.64
37,37,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,8,5,2,3,5,6,7,2,34,0,25,9,0,0,2,2.98,6.178888888888888,0.01,51.06
36,3,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,2.0,2,6,18,25,17,18,18,6,22,46,78,0,101,10,4,4,5,44.76,120.00782258064518,0.0,1366.81
58,2,0,0,0,0,0,0,0,1,1,0,8,8.0,8.0,8.0,8.0,7.0,0.0,2,4,2,0,0,0,0,2,0,3,1,0,3,0,0,0,1,43.74,41.8025,0.2,79.53
64,15,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,6.0,5.0,2,1,6,5,3,0,9,3,4,15,15,0,20,4,0,0,6,15.005,23.72400000000001,0.85,123.4
47,7,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0.85,0.85,0.85,0.85
26,0,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,0.0,2,3,3,1,2,4,9,2,9,8,22,0,23,2,2,0,3,8.0,20.517,0.2,109.36
30,17,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,15,16,25,13,7,10,16,25,77,0,96,6,0,0,0,20.0,33.295392156862746,1.18,200.0
61,52,0,0,0,0,0,0,0,1,1,0,5,4.0,4.0,3.0,3.0,3.0,3.0,3,3,4,5,13,13,7,17,18,17,60,0,61,11,1,0,4,36.0,72.17844155844156,0.0,425.53
51,6,0,0,0,0,0,0,0,1,1,0,10,10.0,10.0,10.0,10.0,9.0,6.0,2,6,36,22,64,18,28,22,20,33,177,0,197,1,5,2,5,10.915,36.52780952380953,0.0,496.06
51,129,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,1.0,2,3,15,31,14,10,20,21,35,30,116,0,136,6,0,1,3,15.7,28.409794520547948,0.0,170.21
64,0,0,0,0,0,0,0,0,1,1,0,9,9.0,9.0,9.0,9.0,8.0,4.0,2,4,11,10,11,7,7,6,8,14,46,0,47,5,1,3,4,56.045,113.62216666666671,0.0,638.3
30,0,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,5.0,5.0,4.0,3.0,3,3,19,20,15,16,9,9,11,15,84,0,82,9,0,0,8,9.26,54.57646464646464,0.0,851.06
34,5,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,10.0,10.0,9.0,6.0,2,5,124,74,103,98,124,150,110,26,757,0,750,16,4,7,6,3.15,27.938952745849328,0.0,2638.3
32,0,0,0,0,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,2,0,4,0,0,0,5,2,0,6,0,0,0,1,8.51,18.68571428571429,0.43,85.11
43,0,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,5.0,3.0,2,4,7,5,2,3,3,0,1,13,8,1,11,3,0,0,6,67.46,64.1242857142857,0.85,170.21
43,1,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,1.0,1.0,2,2,14,1,8,7,3,0,3,19,17,0,26,4,2,0,4,130.0,125.57805555555555,1.0,410.0
35,53,0,0,0,0,1,0,0,0,0,1,13,13.0,13.0,13.0,13.0,12.0,8.0,3,6,8,2,9,1,10,3,8,8,33,0,35,4,0,0,2,285.56,427.4414634146341,0.0,3404.26
25,0,0,0,0,0,0,0,0,1,1,0,16,16.0,16.0,16.0,16.0,14.0,6.0,2,5,27,25,27,17,12,20,15,30,113,0,119,9,7,0,8,16.82,29.490979020979022,0.6,200.0
34,22,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,5.0,0.0,2,4,0,0,0,1,2,0,2,4,1,0,4,0,0,0,1,8.51,14.665999999999995,0.85,44.4
37,13,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,5.0,2,5,3,0,0,0,1,0,1,5,0,0,2,0,0,0,3,85.11,119.32,0.85,255.32
35,0,0,0,0,0,0,0,0,1,0,1,11,11.0,11.0,11.0,11.0,10.0,2.0,2,3,14,6,15,11,15,2,7,11,59,0,56,9,2,0,3,11.995,38.351714285714294,1.0,200.0
31,32,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,7.0,2.0,2,3,23,6,19,19,20,11,13,22,89,0,95,8,0,0,8,5.66,24.46747747747748,0.68,176.14
48,0,0,0,0,0,1,0,0,0,1,0,5,5.0,5.0,5.0,5.0,4.0,2.0,2,2,8,0,14,10,3,7,9,6,45,0,33,9,0,0,9,6.8,65.03137254901961,0.0,851.06
30,14,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,2.0,1.0,1,1,24,21,36,25,13,15,30,19,145,1,156,6,0,0,1,18.85,76.71756097560977,0.18,1342.73
47,104,0,0,0,0,0,0,0,1,0,0,9,9.0,9.0,9.0,9.0,7.0,1.0,2,5,34,12,15,21,17,6,15,19,101,1,113,2,0,1,3,10.82,30.173499999999994,0.66,425.53
37,28,0,0,0,0,0,0,0,1,0,1,7,6.0,6.0,6.0,6.0,6.0,1.0,2,5,23,24,46,34,14,23,25,21,168,0,179,3,0,1,6,12.43,33.335132275132274,0.0,500.0
31,83,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,4.0,1.0,2,3,4,28,14,17,4,24,4,22,73,0,82,9,3,0,1,17.7,51.245368421052675,0.85,455.43
33,15,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,4.0,3.0,2,3,1,0,0,3,0,0,0,3,1,1,2,0,0,0,1,5.5,5.5,1.0,10.0
21,0,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,3.0,0.0,2,4,151,123,134,103,129,112,117,145,724,1,819,7,6,5,31,4.79,46.11634062140394,0.0,1617.02
24,0,0,0,0,0,0,0,0,1,0,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2,2,7,0,0,0,3,0,0,4,6,0,10,0,0,0,0,197.17,169.03300000000004,25.0,231.37
46,0,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,3.0,2,3,11,6,3,4,6,8,6,8,36,0,39,4,0,0,1,20.39,63.43386363636365,1.0,403.02
23,8,0,0,0,0,0,0,0,1,1,0,8,8.0,8.0,8.0,8.0,8.0,4.0,3,6,68,17,21,41,50,28,42,60,207,0,211,50,1,2,3,17.81,58.483632958801486,0.0,517.1
30,33,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,5.0,5.0,1,2,51,38,42,44,21,28,52,40,236,0,223,17,6,0,30,12.005,52.89141304347821,0.0,498.05
31,0,0,0,0,0,0,0,0,1,1,0,22,22.0,22.0,22.0,22.0,20.0,0.0,2,3,3,0,0,2,4,4,6,10,9,0,16,0,0,0,3,4147.82,3110.914210526316,0.85,6225.66
23,12,0,0,0,0,0,0,0,1,0,1,11,11.0,11.0,11.0,11.0,9.0,5.0,3,2,17,20,16,10,21,22,32,23,115,0,117,8,0,1,12,11.14,78.50043478260869,0.0,500.0
37,8,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,3.0,2.0,2,3,3,0,13,3,2,1,3,5,20,0,19,4,0,0,2,124.27,186.57840000000004,0.0,800.0
48,32,0,0,0,0,1,0,0,0,0,1,13,13.0,13.0,13.0,13.0,11.0,6.0,2,7,77,71,89,85,73,111,107,56,557,1,546,16,13,5,32,8.51,180.64735725938,0.0,9300.0
48,53,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,4.0,4.0,3,3,45,10,0,52,38,44,12,37,164,0,184,11,0,1,5,6.41,15.378258706467669,1.0,120.0
32,0,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,8.0,0.0,2,4,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,4.68,4.68,0.85,8.51
23,0,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,4.0,3.0,1.0,2,3,12,19,8,20,11,18,3,21,70,0,87,1,2,0,1,30.0,54.05802197802196,0.58,480.6
56,4,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,4.0,2.0,2,2,1,4,3,3,0,0,0,3,8,0,10,0,0,0,1,6.05,15.842727272727272,0.85,85.11
32,0,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,4.0,0.0,2,2,0,11,4,3,4,9,2,6,27,0,20,4,0,0,9,4.41,15.096363636363636,0.0,101.21
26,0,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,5.0,2.0,3,3,26,11,31,28,37,27,18,16,162,0,168,9,0,0,1,10.675,66.62651685393253,0.59,2000.0
27,0,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,4.0,1.0,2,4,14,2,7,17,5,19,4,1,67,0,67,0,0,0,1,12.34,54.66823529411764,0.58,1902.97
38,162,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,6.0,0.0,2,3,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,8.51,8.51,8.51,8.51
30,0,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,5.0,3.0,2,3,30,7,25,13,20,36,25,36,120,0,141,9,1,0,5,4.800000000000002,8.174743589743592,0.0,40.0
23,0,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,10.0,10.0,10.0,10.0
28,0,0,0,0,0,0,0,0,1,0,1,18,18.0,18.0,18.0,18.0,15.0,0.0,2,3,11,18,19,2,17,2,4,27,46,0,40,2,4,2,25,3.98,17.43602739726028,0.0,154.09
31,76,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,0.0,2,3,32,22,48,57,35,41,28,63,200,0,236,10,12,0,5,6.49,13.70749049429659,0.0,229.79
28,42,0,0,0,0,0,0,0,1,0,1,6,6.0,5.0,5.0,5.0,4.0,1.0,2,6,181,149,182,195,154,160,170,215,976,0,1080,75,16,4,16,10.0,38.10246851385392,0.0,3930.0
23,2,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,2.0,2.0,2,3,9,19,24,19,17,18,16,19,103,0,112,8,0,0,2,10.0,23.35606557377049,0.7,200.0
37,105,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,4.0,1.0,2,4,49,55,71,38,47,52,31,76,267,0,321,12,4,1,5,8.95,34.600874635568516,0.0,626.61
37,41,0,0,0,0,0,0,0,1,1,0,9,9.0,9.0,9.0,9.0,7.0,0.0,2,6,9,13,5,1,4,6,3,8,33,0,31,2,0,1,7,1.35,9.429512195121953,0.0,74.61
30,59,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,6.0,0.0,2,4,0,7,2,0,1,4,2,8,8,0,16,0,0,0,0,55.0,98.125,10.0,250.0
29,26,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,2.0,2,4,3,10,14,9,15,5,12,10,58,0,62,4,0,0,2,6.04,16.399117647058834,0.2,198.83
59,4,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,6.0,1.0,2,3,2,2,5,2,10,5,1,11,16,0,19,1,3,0,4,80.86,146.2014814814815,0.85,850.21
38,35,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,4.0,0.0,2,3,0,0,0,6,0,4,4,4,10,0,10,2,0,0,2,33.95,67.72785714285715,0.18,179.03
48,4,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,4.0,3,3,12,9,9,4,9,7,17,9,58,0,58,8,0,0,1,7.59,18.0255223880597,0.55,195.0
37,48,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,4.0,2,5,9,7,13,9,16,8,10,18,54,0,62,0,3,1,6,7.25,57.64375,0.0,576.61
28,3,0,0,1,0,0,0,0,0,1,0,16,16.0,16.0,16.0,16.0,16.0,11.0,2,6,24,31,32,42,24,27,31,47,164,0,192,11,3,0,5,7.15,46.79815165876778,0.0,1303.99
28,4,0,0,1,0,0,0,0,0,0,1,19,19.0,19.0,19.0,19.0,18.0,15.0,3,5,20,17,12,19,23,30,36,44,113,0,150,5,0,0,2,12.7,109.68713375796179,0.0,1480.0
29,0,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,5.0,3.0,3,4,0,1,2,0,1,5,3,1,11,0,11,0,0,0,1,11.82,13.881666666666668,0.0,28.22
22,0,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,1.0,1,2,0,0,0,0,0,0,3,2,1,0,2,0,0,0,1,59.57,39.99666666666667,0.85,59.57
32,0,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,2.0,0.0,2,3,0,5,0,1,0,0,0,4,2,0,2,1,1,0,2,8.51,6.353333333333333,0.85,8.51
39,0,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,8.0,6.0,2,4,0,0,2,0,1,2,6,8,3,0,11,0,0,0,0,212.77,248.04636363636365,8.51,508.94
24,24,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,5.0,1.0,2,4,9,23,7,19,16,13,10,11,86,0,96,0,0,0,1,16.16,42.420206185567004,0.53,600.0
28,0,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,7.0,0.0,2,5,1,2,0,8,0,0,2,2,11,0,8,2,0,1,2,0.85,7.771538461538461,0.0,41.48
33,13,0,0,0,0,0,0,0,1,1,0,8,7.0,7.0,7.0,7.0,7.0,2.0,2,4,4,3,5,7,8,13,4,3,41,1,31,8,0,1,3,7.76,23.020454545454545,0.0,250.0
28,35,0,0,0,0,0,0,0,1,0,1,14,14.0,14.0,13.0,13.0,11.0,9.0,2,5,30,14,17,50,23,31,15,52,128,0,162,14,1,0,3,26.055,134.75583333333336,0.55,2320.68
33,8,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,2.0,2.0,2.0,2.0,1,2,13,3,6,7,5,1,3,10,28,0,25,9,0,0,4,26.855,86.43210526315791,0.0,680.85
33,15,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,4.0,3.0,3,2,14,18,55,51,20,19,15,25,167,0,170,8,0,4,10,12.54,37.506875,0.0,340.43
40,0,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,4.0,4.0,1.0,0.0,2,4,22,9,25,15,26,10,13,37,83,0,111,4,3,0,2,60.59,88.56900000000002,0.0,746.6
23,3,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,3.0,3.0,2.0,1.0,2,4,35,30,42,62,44,18,22,15,238,0,221,21,0,0,11,6.55,55.087588932806426,0.0,1046.3
50,6,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,7.0,3.0,2,4,4,7,3,0,3,19,9,32,13,0,22,0,8,0,15,12.77,150.48688888888896,0.01,510.64
33,0,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,2.0,1,1,0,2,8,3,1,2,1,5,12,0,13,3,0,0,1,10.0,51.87000000000001,0.55,250.0
25,0,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,5.0,0.0,2,5,8,2,2,13,6,0,8,3,36,0,29,10,0,0,0,10.8,20.808717948717955,0.45,200.0
60,1,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3,9,7,4,10,13,3,4,6,44,0,45,2,0,0,3,18.81,67.20840000000001,0.0,851.06
29,0,0,0,0,0,0,0,0,1,1,0,11,11.0,11.0,11.0,11.0,9.0,5.0,3,4,17,18,14,14,21,23,14,46,75,0,108,2,0,0,11,17.02,32.37140495867771,0.02,180.94
35,4,0,0,0,0,0,0,0,1,1,0,12,12.0,12.0,12.0,12.0,10.0,8.0,3,4,5,8,11,10,6,11,1,15,37,0,47,0,2,0,3,48.085,100.13557692307694,0.85,680.85
61,10,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,10.0,10.0,8.0,0.0,2,4,0,5,2,2,2,7,0,5,13,0,17,0,0,0,1,19.375,34.13944444444444,1.0,150.0
34,26,0,0,1,0,0,0,0,0,0,1,8,8.0,8.0,8.0,8.0,8.0,6.0,2,5,170,175,188,115,179,134,182,371,772,1,1024,60,17,8,33,4.34,29.38968503937008,0.0,896.39
27,95,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,4.0,2,3,18,17,28,45,4,9,16,17,120,0,103,11,1,0,22,6.55,621269.6625547445,0.0,85106453.19
